,State,Year,TotalBallots,PercentVotingEligibleVotes,PercentBachelors,Income,PercentWhite,AverageAge,Presidential,YearsSince2000
371,Indiana,2014,1387622.0,28.73214881,24.7,60.33,80.45,38.19728498,0,14
372,Iowa,2014,1142284.0,50.339087400000004,27.7,72.57,87.3,38.93717731,0,14
373,Kansas,2014,887023.0,43.308201880000006,31.5,67.09,76.99000000000001,37.59298395,0,14
374,Kentucky,2014,1459409.0,44.94222893,22.2,53.71,85.76,38.92194528,0,14
375,Louisiana,2014,1503975.0,44.90237601,22.9,53.23,59.589999999999996,37.63295996,0,14
376,Maine,2014,616996.0,58.674517879999996,29.4,64.91,93.81,42.15025506,0,14
377,Maryland,2014,1745104.0,42.004685949999995,38.2,95.61,52.470000000000006,38.52836252,0,14
378,Massachusetts,2014,2186789.0,44.66210785,41.2,79.28,73.96000000000001,39.61682932,0,14
379,Michigan,2014,3188956.0,43.18762376,27.4,65.28,76.0,39.37364578,0,14
380,Minnesota,2014,1992613.0,50.63663862,34.3,84.41,81.47,38.41043824,0,14
382,Missouri,2014,1509025.0,33.58073775,27.5,71.09,80.15,38.91816292,0,14
383,Montana,2014,373831.0,47.45565841,29.3,64.15,86.98,40.08362685,0,14
384,Nebraska,2014,552115.0,41.37388128,29.5,71.39,80.61,37.740034,0,14
385,Nevada,2014,552546.0,29.585188610000003,23.1,62.61,51.370000000000005,38.25579565,0,14
386,New Hampshire,2014,495565.0,48.30717972,35.0,92.14,91.32000000000001,40.68332686,0,14
387,New Jersey,2014,1955042.0,32.50749444,37.4,81.9,56.75,39.04709806,0,14
389,New York,2014,3930310.0,28.9986458,34.5,68.18,56.38999999999999,39.00690036,0,14
390,North Carolina,2014,2939767.0,41.15166894,28.7,58.73,64.14,38.69052933,0,14
391,North Dakota,2014,255128.0,44.97858859,27.4,76.24,86.99,37.77936194,0,14
392,Ohio,2014,3149876.0,36.2002992,26.6,62.32,80.25999999999999,39.25491779,0,14
393,Oklahoma,2014,825607.0,29.96659638,24.2,59.25,67.16,37.82098947,0,14
394,Oregon,2014,1541782.0,53.39473326,30.8,73.91,77.03999999999999,39.83589572,0,14
395,Pennsylvania,2014,3535576.0,36.48876912,29.0,69.26,78.10000000000001,40.29923189,0,14
396,Rhode Island,2014,329212.0,42.40859683,30.4,73.6,74.14,39.98865542,0,14
397,South Carolina,2014,1261611.0,35.19667253,26.3,56.4,64.08,39.35812849,0,14
398,South Dakota,2014,282291.0,44.73786389,27.8,66.6,83.55,38.12658228,0,14
399,Tennessee,2014,1430117.0,29.79735704,25.3,54.88,74.77000000000001,38.88763569,0,14
401,Utah,2014,577973.0,30.32703834,31.1,79.57,79.41,33.29680476,0,14
402,Vermont,2014,202445.0,40.82507199,34.9,76.21,93.43,41.51416667,0,14
403,Virginia,2014,2194346.0,36.802720220000005,36.7,83.05,63.1,38.47897827,0,14
404,Washington,2014,2124330.0,43.10378587,33.1,74.15,70.34,38.55189035,0,14
405,West Virginia,2014,462864.0,31.97343008,19.2,49.65,92.94,41.1970864,0,14
406,Wisconsin,2014,2422248.0,56.85458289,28.4,72.91,82.42,39.2034228,0,14
407,Wyoming,2014,171153.0,39.670726,26.6,69.91,84.28999999999999,38.20650836,0,14
408,Alabama,2016,2134061.0,59.124320149999996,24.7,58.8,66.0,39.38417792,1,16
409,Alaska,2016,321271.0,61.4662154,29.6,94.29,61.44,35.82459085,1,16
410,Arizona,2016,2661497.0,56.14605374,28.9,71.1,55.54,39.06476948,1,16
411,Arkansas,2016,1137772.0,53.164506089999996,22.4,57.17,73.04,38.93496581,1,16
412,California,2016,14610509.0,58.19796769,32.9,82.98,37.51,37.86048998,1,16
413,Colorado,2016,2859216.0,71.94073075,39.9,87.87,68.71000000000001,38.12443267,1,16
414,Connecticut,2016,1675955.0,64.89005370999999,38.6,94.54,67.58999999999999,40.20775735,1,16
415,Delaware,2016,445228.0,64.36535014,31.0,72.28,62.949999999999996,40.54603484,1,16
416,District of Columbia,2016,312575.0,60.66496134,56.8,88.39,35.92,37.76412166,1,16
417,Florida,2016,9580489.0,65.61499687999999,28.6,63.73,54.690000000000005,41.6794579,1,16
418,Georgia,2016,4165405.0,59.84809115,30.5,66.65,53.39,37.53822618,1,16
419,Hawaii,2016,437664.0,43.21071027,31.9,89.82,21.099999999999998,40.20753334,1,16
420,Idaho,2016,710545.0,60.90180388,27.6,70.44,82.54,37.79535954,1,16
421,Illinois,2016,5666118.0,63.05886087,34.0,76.44,61.8,38.6511304,1,16
422,Indiana,2016,2807676.0,57.890978790000005,25.6,69.85,79.75,38.50530211,1,16
423,Iowa,2016,1581371.0,69.0996777,28.4,73.59,86.57000000000001,39.28900475,1,16
424,Kansas,2016,1225667.0,59.67147430000001,32.8,70.74,76.48,38.01022364,1,16
425,Kentucky,2016,1955195.0,59.56565583,23.4,56.5,85.18,39.23017002,1,16
426,Louisiana,2016,2049531.0,60.557552439999995,23.4,52.54,59.36,38.10762609,1,16
427,Maine,2016,771892.0,72.93201256,30.1,63.33,93.56,42.58123358,1,16
428,Maryland,2016,2807322.0,67.00666600000001,39.3,91.85,51.4,38.99882182,1,16
429,Massachusetts,2016,3378801.0,68.28581002,42.7,89.99,72.61999999999999,40.02226585,1,16
430,Michigan,2016,4874619.0,65.6901141,28.3,71.09,75.62,39.78928148,1,16
431,Minnesota,2016,2968281.0,74.70749048,34.8,87.44,80.71000000000001,38.85668193,1,16
433,Missouri,2016,2811549.0,62.23097993,28.5,68.51,79.83,39.27648355,1,16
434,Montana,2016,516901.0,64.27118433,31.0,71.07,86.61,40.53620333,1,16
435,Nebraska,2016,860573.0,64.0392582,31.4,73.93,79.96,38.12585366,1,16
436,Nevada,2016,1125429.0,57.37339205000001,23.5,69.02,49.86,38.75325215,1,16
437,New Hampshire,2016,755850.0,72.48308632,36.6,94.96,91.06,41.36126384,1,16
438,New Jersey,2016,3957303.0,65.80527719,38.6,85.26,55.730000000000004,39.43854063,1,16
439,New Mexico,2016,804043.0,54.90165686,27.2,60.33,37.92,39.13087612,1,16
440,New York,2016,7786881.0,57.236929,35.7,76.5,55.58,39.4222043,1,16
441,North Carolina,2016,4769640.0,64.87098744000001,30.4,66.95,63.63999999999999,39.17347074,1,16
442,North Dakota,2016,349945.0,61.74232466,29.6,74.94,85.37,38.04408321,1,16
443,Ohio,2016,5607641.0,64.18409332,27.5,67.22,79.58,39.64256519,1,16
445,Oregon,2016,2056310.0,67.99575686,32.7,73.64,76.33,40.1573795,1,16
447,Rhode Island,2016,469589.0,59.74323547,34.1,76.62,72.75,40.39165598,1,16
448,South Carolina,2016,2123584.0,57.25052524,27.2,67.66,64.0,39.84269452,1,16
449,South Dakota,2016,378995.0,60.04613632,28.9,71.54,82.74000000000001,38.43000718,1,16
450,Tennessee,2016,2545271.0,51.844574089999995,26.1,63.94,74.42999999999999,39.27898635,1,16
451,Texas,2016,8975000.0,51.435877659999996,28.9,72.41,42.52,36.0891704,1,16
452,Utah,2016,1152369.0,57.85318932,32.6,84.03,78.75,33.60680826,1,16
453,Vermont,2016,320467.0,64.75768433,36.4,75.76,93.5,42.08122081,1,16
455,Washington,2016,3363440.0,65.65346222000001,35.1,87.55,69.47,38.97219298,1,16
458,Wyoming,2016,258788.0,60.22779637,27.1,72.01,84.73,38.57850369,1,16
459,Alabama,2018,1721906.0,46.963066520000005,25.5,59.9,65.56,39.8341329,0,18
460,Alaska,2018,285009.0,54.818594649999994,30.2,82.45,60.089999999999996,36.91270625,0,18
461,Arizona,2018,2409910.0,47.41932805,29.7,74.71,54.47,39.49067002,0,18
462,Arkansas,2018,898793.0,41.30053588,23.3,59.72,72.24000000000001,39.21346661,0,18
463,California,2018,12712542.0,49.30707546,34.2,84.56,36.67,38.30271848,0,18
464,Colorado,2018,2583580.0,61.355803720000004,41.7,87.61,67.95,38.48523906,0,18
465,Connecticut,2018,1421953.0,54.75085229,39.6,87.34,66.3,40.73969362,0,18
466,Delaware,2018,365467.0,51.20155902,31.3,77.99,62.129999999999995,41.29956276,0,18
467,District of Columbia,2018,231482.0,43.71213838,60.4,102.9,36.66,37.86884264,0,18
468,Florida,2018,8318824.0,54.254142370000004,30.4,65.55,53.26,42.03865474,0,18
469,Georgia,2018,3949905.0,54.08564579,31.9,66.96,52.459999999999994,37.96626782,0,18
470,Hawaii,2018,398657.0,39.48815376,33.5,96.1,20.560000000000002,40.87223206,0,18
471,Idaho,2018,612536.0,48.589673420000004,27.7,70.45,81.85,38.20167481,0,18
472,Illinois,2018,4635541.0,51.51104202,35.1,84.14,61.01,39.15013989,0,18
473,Indiana,2018,2308258.0,46.53457941,27.1,71.85,78.95,38.92363306,0,18
474,Iowa,2018,1334279.0,57.92079186,29.0,82.43,85.54,39.43709108,0,18
475,Kansas,2018,1060000.0,51.051246299999995,33.8,76.7,75.94999999999999,38.52183181,0,18
476,Kentucky,2018,1612353.0,48.702213109999995,24.8,65.44,84.81,39.64708469,0,18
477,Louisiana,2018,1519405.0,45.117395710000004,24.3,59.95,58.81999999999999,38.60440776,0,18
478,Maine,2018,646013.0,59.90915507,31.5,70.37,93.38,43.43416699,0,18
479,Maryland,2018,2335128.0,54.16570596,40.8,103.4,50.31,39.49466853,0,18
480,Massachusetts,2018,2752665.0,54.64492753,44.5,103.6,70.83,40.46632832,0,18
481,Michigan,2018,4341340.0,57.73087683,29.6,72.51,75.0,40.21064483,0,18
482,Minnesota,2018,2611365.0,64.15176614,36.7,86.15,79.62,39.17948625,0,18
483,Mississippi,2018,961025.0,43.81114196,23.2,51.32,56.74,38.78523303,0,18
484,Missouri,2018,2442306.0,53.28878466,29.5,74.05,79.52,39.7918443,0,18
485,Montana,2018,509213.0,61.31550429,31.7,69.19,86.09,41.23713733,0,18
486,Nebraska,2018,706652.0,51.471708670000005,32.4,81.06,78.66,38.42543742,0,18
487,Nevada,2018,975980.0,46.47873507,24.9,74.21,48.52,39.22987196,0,18
488,New Hampshire,2018,580568.0,53.96852251000001,36.8,97.58,90.16999999999999,41.98641532,0,18
489,New Jersey,2018,3248642.0,53.48395222,40.8,88.98,54.730000000000004,39.90444875,0,18
490,New Mexico,2018,701654.0,46.81126159,27.7,57.92,36.9,39.68166039,0,18
491,New York,2018,6230959.0,45.745272549999996,37.2,80.7,55.26,40.01774737,0,18
492,North Carolina,2018,3755778.0,49.00638765,31.9,64.02,62.86000000000001,39.66235913,0,18
493,North Dakota,2018,330598.0,58.73601325,29.7,79.78,83.91,38.28880372,0,18
494,Ohio,2018,4496834.0,50.91416203,29.0,73.93,78.79,40.00708883,0,18
495,Oklahoma,2018,1190000.0,42.0706242,25.6,65.3,65.31,38.40203349,0,18
496,Oregon,2018,1914923.0,61.245590299999996,34.0,82.97,75.21,40.54529532,0,18
497,Pennsylvania,2018,5043029.0,51.74845246,31.8,77.4,76.25999999999999,41.02734075,0,18
498,Rhode Island,2018,381267.0,47.53757015,34.4,74.69,71.54,40.98609467,0,18
499,South Carolina,2018,1726527.0,44.477026359999996,28.3,68.91,63.83,40.33246785,0,18
500,South Dakota,2018,341048.0,53.1014843,29.2,71.33,81.64,38.88476493,0,18
501,Tennessee,2018,2267428.0,44.69339065,27.5,67.25,73.79,39.60224098,0,18
502,Texas,2018,8375000.0,45.57118543,30.3,71.72,41.42,36.46089067,0,18
503,Utah,2018,1082972.0,50.60240851,34.9,92.45,77.96,34.10367365,0,18
504,Vermont,2018,278230.0,55.656352080000005,38.7,84.05,92.88,42.76190476,0,18
505,Virginia,2018,3363505.0,54.446562480000004,39.3,92.55,61.529999999999994,39.43580499,0,18
506,Washington,2018,3133448.0,58.31621443,36.7,95.64,67.94,39.21768458,0,18
507,West Virginia,2018,597149.0,42.52574053,21.3,60.67,92.45,42.0898248,0,18
508,Wisconsin,2018,2675000.0,61.43032296999999,30.0,75.13,81.2,40.20911916,0,18
509,Wyoming,2018,205275.0,47.8610299,26.9,75.02,84.16,39.74709977,0,18
510,Alabama,2020,2325000.0,61.81864881,27.8,63.98,67.0,39.7,1,20
511,Alaska,2020,361400.0,68.42364345,31.9,87.44,64.0,35.6,1,20
512,Arizona,2020,3420585.0,68.62365101,33.0,78.48,57.99999999999999,38.9,1,20
513,Arkansas,2020,1223675.0,56.4741712,24.9,59.4,75.0,38.8,1,20
514,California,2020,17785151.0,68.62115894,36.9,90.84,40.0,37.5,1,20
515,Colorado,2020,3295666.0,77.6017773,44.2,98.01,70.0,37.2,1,20
516,Connecticut,2020,1861086.0,70.70052588,42.4,92.93,71.0,41.1,1,20
517,Delaware,2020,509241.0,70.14396813,34.7,81.92,65.0,41.1,1,20
518,District of Columbia,2020,346491.0,65.79688458,63.6,103.2,35.0,33.9,1,20
519,Florida,2020,11144855.0,72.34663401,33.7,67.57,57.99999999999999,43.0,1,20
520,Georgia,2020,5023159.0,68.20573936999999,34.8,69.33,56.00000000000001,37.5,1,20
521,Hawaii,2020,579784.0,55.69282227,35.5,94.56,23.0,40.8,1,20
522,Idaho,2020,878527.0,67.63367923,30.9,78.06,84.0,36.8,1,20
523,Illinois,2020,6050000.0,66.13083565,37.6,86.96,64.0,38.8,1,20
524,Indiana,2020,3068542.0,61.54787631000001,28.9,78.15,82.0,38.2,1,20
525,Iowa,2020,1700130.0,72.87840396,29.5,80.51,89.0,38.6,1,20
526,Kansas,2020,1375125.0,65.66092818,35.1,85.5,78.0,37.4,1,20
527,Kentucky,2020,2150954.0,64.80252732,27.4,66.4,86.0,39.4,1,20
528,Louisiana,2020,2169401.0,64.20452746000001,27.2,59.88,60.0,38.1,1,20
529,Maine,2020,828305.0,75.75013489,33.5,74.51,94.0,45.1,1,20
530,Maryland,2020,3066945.0,69.88222572000001,43.1,110.9,55.00000000000001,38.8,1,20
531,Massachusetts,2020,3658005.0,71.00618421,46.9,102.7,76.0,39.9,1,20
532,Michigan,2020,5579317.0,73.52913191,32.1,75.33,77.0,40.1,1,20
533,Minnesota,2020,3292997.0,79.76189611,37.9,92.13,83.0,38.4,1,20
534,Mississippi,2020,1325000.0,60.370515499999996,24.5,52.8,57.99999999999999,39.0,1,20
535,Missouri,2020,3026028.0,65.97795275,31.9,72.74,81.0,39.0,1,20
536,Montana,2020,612075.0,72.79665462,34.6,66.38,88.0,40.5,1,20
537,Nebraska,2020,966920.0,69.52822598,33.3,84.52,82.0,36.9,1,20
538,Nevada,2020,1407754.0,66.14807164,28.0,71.55,54.0,38.6,1,20
539,New Hampshire,2020,814499.0,74.92126128999999,40.2,104.0,92.0,43.6,1,20
540,New Jersey,2020,4635585.0,71.95035354,43.1,100.1,59.0,39.9,1,20
541,New Mexico,2020,928230.0,61.03098395999999,30.1,59.55,41.0,39.2,1,20
542,New York,2020,8690139.0,61.09621734,39.5,80.32,57.99999999999999,39.0,1,20
543,North Carolina,2020,5545848.0,72.78844887,34.8,70.7,65.0,39.4,1,20
544,North Dakota,2020,364251.0,63.402470990000005,31.8,75.01,89.0,35.8,1,20
545,Ohio,2020,5974121.0,67.03559435000001,30.6,70.64,81.0,39.8,1,20
546,Oklahoma,2020,1565000.0,55.313468320000005,27.0,61.38,69.0,37.3,1,20
547,Oregon,2020,2413890.0,76.22504020999999,36.3,89.91,79.0,39.9,1,20
548,Pennsylvania,2020,6958551.0,70.09649945999999,34.0,82.81,80.0,41.0,1,20
549,Rhode Island,2020,522488.0,63.13337216,38.0,93.79,76.0,40.5,1,20
550,South Carolina,2020,2533010.0,65.91247960999999,31.7,70.59,64.0,40.5,1,20
551,South Dakota,2020,427529.0,66.39030503,28.4,82.11,85.0,37.7,1,20
552,Tennessee,2020,3065000.0,59.7321738,30.7,64.31,76.0,39.1,1,20
553,Texas,2020,11350000.0,60.82471779000001,33.2,80.02,45.0,35.6,1,20
554,Utah,2020,1515845.0,69.21562369,36.9,98.26,80.0,31.3,1,20
555,Vermont,2020,370968.0,72.24219386,42.1,78.68,94.0,43.5,1,20
556,Virginia,2020,4523142.0,72.77108348,42.0,96.18,65.0,38.7,1,20
557,Washington,2020,4116894.0,76.15692319,38.4,95.18,73.0,38.1,1,20
558,West Virginia,2020,802726.0,57.2400589,23.1,60.8,93.0,42.9,1,20
559,Wisconsin,2020,3310000.0,75.30341475,31.8,78.86,83.0,40.1,1,20
560,Wyoming,2020,278503.0,65.33856036,28.2,76.57,86.0,38.7,1,20
561,Alabama,2022,1424087.0,37.27967657,28.8,62.29,64.48,40.23439788,0,22
562,Alaska,2022,267047.0,50.248942510000006,30.6,93.31,57.729,37.89793873,0,22
563,Arizona,2022,2592313.0,49.31098502,33.0,76.37,51.837999999999994,40.18068904,0,22
564,Arkansas,2022,914227.0,41.51327823,25.4,56.12,67.664,39.70151377,0,22
565,California,2022,11146610.0,42.88029317,37.0,88.69,33.729,39.2291958,0,22
566,Colorado,2022,2540666.0,58.30992368,45.9,93.51,64.987,39.36362838,0,22
567,Connecticut,2022,1297811.0,48.56779,41.9,94.34,62.049,41.31135573,0,22
568,Delaware,2022,325632.0,42.762085729999995,36.5,83.96,59.025000000000006,42.19804179,0,22
569,District of Columbia,2022,205774.0,40.63427494,65.4,105.7,36.301,38.30269339,0,22
570,Florida,2022,7796916.0,48.137199349999996,34.3,67.96,50.832,42.67946159,0,22
571,Georgia,2022,3964926.0,51.86893202,34.7,70.42,49.759,38.63294313,0,22
572,Hawaii,2022,423443.0,40.45365785,35.4,94.62,19.476,42.06352683,0,22
573,Idaho,2022,595350.0,42.59400228,32.3,75.46,79.34400000000001,38.84468491,0,22
574,Illinois,2022,4144125.0,45.80072819,37.7,81.12,58.538000000000004,39.94823562,0,22
575,Indiana,2022,1880755.0,37.15516366,29.6,72.81,76.117,39.31388378,0,22
576,Iowa,2022,1230417.0,51.85954619,32.3,79.35,82.928,39.95398259,0,22
577,Kansas,2022,1008998.0,47.56628887,35.6,75.95,73.251,39.10473842,0,22
578,Kentucky,2022,1502550.0,44.81789626,27.9,58.09,82.538,39.96954674,0,22
579,Louisiana,2022,1410466.0,42.040326900000004,27.1,60.64,57.096000000000004,39.38691706,0,22
580,Maine,2022,680909.0,60.82471832,36.1,78.15,90.52900000000001,44.10970996,0,22
581,Maryland,2022,2031635.0,45.81679731,43.8,112.5,47.177,40.14542853,0,22
582,Massachusetts,2022,2511461.0,48.842322710000005,46.6,97.26,67.25999999999999,41.27214075,0,22
583,Michigan,2022,4500400.0,58.90053983,32.1,71.73,72.882,40.83916739,0,22
584,Minnesota,2022,2526646.0,60.41870023,39.1,93.98,76.294,39.83031569,0,22
585,Mississippi,2022,709100.0,32.47050592,24.8,50.54,55.67100000000001,39.54971897,0,22
586,Missouri,2022,2304250.0,49.63372177,32.2,74.36,76.861,40.16395659,0,22
587,Montana,2022,468326.0,53.23640745,34.6,75.87,83.751,41.24721054,0,22
588,Nebraska,2022,682716.0,48.42651217,34.7,81.48,75.928,38.89151905,0,22
589,Nevada,2022,1023617.0,45.8404594,27.0,75.2,44.361,39.93133679,0,22
590,New Hampshire,2022,626931.0,56.300362709999995,41.3,88.35,86.661,42.97585395,0,22
591,New Jersey,2022,2645539.0,41.034596359999995,43.5,96.01,51.480000000000004,40.46916866,0,22
592,New Mexico,2022,714754.0,46.338666169999996,30.5,58.66,34.684,40.64708169,0,22
593,New York,2022,5962278.0,42.50818843,40.0,78.92,52.967,40.91870284,0,22
594,North Carolina,2022,3790202.0,47.53814451,35.9,67.66,60.937,40.20162086,0,22
595,North Dakota,2022,242566.0,41.70882267,31.8,81.84,82.819,38.84556452,0,22
596,Ohio,2022,4201368.0,47.094192019999994,32.0,70.2,76.34,40.43239114,0,22
597,Oklahoma,2022,1153284.0,39.58641185,28.5,65.96,62.771,38.73850434,0,22
598,Oregon,2022,1997689.0,62.269519370000005,36.3,90.23,71.81,41.32568818,0,22
599,Pennsylvania,2022,5410022.0,54.353905989999994,35.1,75.07,73.291,41.58500207,0,22
600,Rhode Island,2022,361449.0,43.627179399999996,39.6,83.86,68.04599999999999,41.75686499,0,22
601,South Carolina,2022,1718626.0,42.76691216,32.6,64.22,62.792,41.07513581,0,22
602,South Dakota,2022,354670.0,53.0641252,31.6,69.85,80.14099999999999,39.6210213,0,22
603,Tennessee,2022,1756397.0,33.32570582,31.1,67.98,72.1,40.00686456,0,22
604,Texas,2022,8151590.0,41.8051695,33.9,77.6,38.883,37.06476596,0,22
605,Utah,2022,1084634.0,46.79693116,37.9,99.61,75.622,34.91025139,0,22
606,Vermont,2022,291955.0,55.95601792,44.2,75.06,90.405,43.35191414,0,22
607,Virginia,2022,3021956.0,47.59817108,42.2,88.55,58.904,40.04491887,0,22
608,Washington,2022,3067686.0,55.34341415,39.5,92.98,63.597,39.90780422,0,22
609,West Virginia,2022,494753.0,35.43646937,24.8,54.54,90.436,42.39748662,0,22
610,Wisconsin,2022,2673154.0,59.83696095,33.2,76.24,79.052,40.93031698,0,22
611,Wyoming,2022,198198.0,45.58403117,29.6,76.0,81.906,40.38952768,0,22
